loss,mae,val_loss,val_mae
152330.703125,287.091796875,31194.1953125,149.61476135253906
7868.77734375,68.33811950683594,25718.71875,126.31658935546875
6290.70361328125,60.1910285949707,25873.978515625,128.13720703125
5459.68359375,56.063716888427734,29383.974609375,141.62472534179688
4835.68359375,52.95663833618164,28937.94921875,143.1034393310547
4225.89501953125,49.576622009277344,27158.5234375,134.6482391357422
4038.118896484375,48.40066146850586,32574.408203125,152.22311401367188
