Vehicle_ID,Vehicle_Class,sample_count,Actual_RUL_mean,LSTM_MAE,XGB_MAE,Fusion_MAE
LOV_008,Unknown,971,899.4731367618423,117.64551551570403,342.04633644258354,274.72609016451975
LOV_010,Unknown,971,163.71545736675355,29.338365588695822,17.081590168349567,17.68374136081719
LOV_012,Unknown,971,286.26790575795206,19.35151046173788,42.809929447555305,33.61567811557089
LOV_014,Unknown,971,235.1624067922417,51.248728075454935,24.831477592447726,32.756652737349896
LOV_023,Unknown,971,248.6220135868442,8.743555476793006,10.037109198451287,7.076669217650412
LOV_025,Unknown,971,236.17299940847403,15.731168926640203,11.593741088755316,11.016522356312729
LOV_033,Unknown,971,408.5239353363905,17.181749791963718,30.850088611364907,23.635137837935474
LOV_039,Unknown,971,464.50547258085834,39.72401880475032,14.863284671798949,14.384417848725237
