Vehicle_ID,Count,Actual_Mean,Pred_Mean,Actual_Range,Pred_Range,MAE,RMSE,R2
LOV_003,971,650.0643520080029,612.7773,242.5,239.79279,38.03641108964949,43.69078694320817,0.6112745600169409
LOV_004,971,520.0865007548015,691.80975,242.5,448.89587,171.72325960898075,177.11276944869732,-5.387971612938762
LOV_013,971,739.7464611632968,673.4522,242.5,280.60956,66.29421913017589,69.13417753705366,0.026695277337435486
LOV_014,971,629.1521945875359,696.9992,242.5,259.60883,68.41802145551897,76.01246886188888,-0.17661100623232784
LOV_017,971,566.7064398721831,628.7461,242.5,230.5863,62.55809722431664,69.57955865671023,0.014114296477010568
LOV_028,971,671.2958638314616,692.8773,242.5,301.17972,29.568363949490486,35.516725057431984,0.7431207313111433
LOV_029,971,824.8473565385522,662.1331,242.5,335.47513,162.71425778304072,164.41817943443178,-4.505070684186434
LOV_031,971,855.6592903898369,611.1358,242.5,190.21777,244.52344693803562,248.0024836636305,-11.524929495396066
