feature_name,importance
Brake_Pad_Wear_pct,0.3691258753025895
Transmission_Oil_Temp_C,0.12886430073156324
Oil_Pressure_bar,0.11727507213864291
Tire_Pressure_psi,0.10408668632433858
Engine_Vibration_mm_s,0.08386566282679045
Battery_Voltage_V,0.07766973593942904
Odometer_km,0.05740054432952964
Timestamp_Month,0.022507757060224304
Exhaust_Gas_Temp_C,0.0070094331110015125
Coolant_Temp_C,0.005006471556183374
Ambient_Temp_C,0.0033399445068934717
Intake_Air_Temp_C,0.002740432959270432
Timestamp_DayOfWeek,0.002688885542260474
Operating_Terrain_Urban,0.002476024167507435
Operating_Terrain_Desert,0.00234544917327086
Oil_Temp_C,0.0018911315069467384
Speed_kmph,0.001470938342659556
Fuel_Level_pct,0.0014609630188676087
Engine_RPM,0.0014454002974898072
Turbo_Boost_kPa,0.0013475197376478193
Timestamp_Hour,0.0012636031776402414
Throttle_Position_pct,0.0011610945157723067
Engine_Load_pct,0.001057087276728942
Operating_Terrain_Arctic,0.000997232717472822
Operating_Terrain_Jungle,0.000836371697905906
Operating_Terrain_Mountain,0.0006663820413729466
